"Period","Year","Month","Oil Type","Volume (m3/d)","Volume (bbl/d)"
"11/01/2012","2012","November","Heavy","237986.757793","1497616.634687501743"
"11/01/2012","2012","November","Total","370502.259887","2331517.739647405254"
"12/01/2012","2012","December","Light","158272.243165","995984.593308399363"
"12/01/2012","2012","December","Medium","8720.777447","54878.605407464972"
"12/01/2012","2012","December","Heavy","262010.573875","1648795.073886355805"
"12/01/2012","2012","December","Total","429003.594488","2699658.272602220142"
"01/01/2013","2013","January","Light","144045.523333","906457.879827574316"
"01/01/2013","2013","January","Medium","9514.172649","59871.327956716119"
"01/01/2013","2013","January","Heavy","273228.798447","1719389.756912649991"
"01/01/2013","2013","January","Total","426788.494430","2685718.964696940426"
"02/01/2013","2013","February","Light","136948.830053","861799.403843078869"
"02/01/2013","2013","February","Medium","8455.617875","53209.994136266323"
"02/01/2013","2013","February","Heavy","282208.725832","1775899.155813881003"
"02/01/2013","2013","February","Total","427613.173760","2690908.553793226197"
"03/01/2013","2013","March","Light","144797.521067","911190.094029524409"
"03/01/2013","2013","March","Medium","7616.641290","47930.434460295483"
"03/01/2013","2013","March","Heavy","281501.505787","1771448.721208353320"
"03/01/2013","2013","March","Total","433915.668145","2730569.249698173214"
"04/01/2013","2013","April","Light","135478.797539","852548.699450962018"
"04/01/2013","2013","April","Medium","6270.516500","39459.463650640500"
"04/01/2013","2013","April","Heavy","256594.975157","1614715.485584070691"
"04/01/2013","2013","April","Total","398344.289197","2506723.648685673209"
"05/01/2013","2013","May","Light","148038.173200","931583.054491065349"
"05/01/2013","2013","May","Medium","8154.040032","51312.207895275387"
"05/01/2013","2013","May","Heavy","243173.473618","1530255.895675203538"
"05/01/2013","2013","May","Total","399365.686851","2513151.158061544274"
"06/01/2013","2013","June","Light","130579.225353","821716.392319091378"
"06/01/2013","2013","June","Medium","8436.015268","53086.637732179723"
"06/01/2013","2013","June","Heavy","270587.613255","1702769.156190892868"
"06/01/2013","2013","June","Total","409602.853877","2577572.186242163969"
"07/01/2013","2013","July","Light","127492.900412","802294.590809378051"
"07/01/2013","2013","July","Medium","8975.910967","56484.124164731612"
"07/01/2013","2013","July","Heavy","245649.162868","1545835.054098236871"
"07/01/2013","2013","July","Total","382117.974248","2404613.769072346536"
"08/01/2013","2013","August","Light","144524.712597","909473.349341861564"
"08/01/2013","2013","August","Medium","8887.826774","55929.822930771290"
"08/01/2013","2013","August","Heavy","260475.797364","1639136.944775673878"
"08/01/2013","2013","August","Total","413888.336736","2604540.117048306733"
"09/01/2013","2013","September","Light","133911.398462","842685.281194112838"
"09/01/2013","2013","September","Medium","9633.275848","60620.827357212974"
"09/01/2013","2013","September","Heavy","260608.061838","1639969.266198935213"
"09/01/2013","2013","September","Total","404152.736149","2543275.374750261026"
"10/01/2013","2013","October","Light","137619.013960","866016.775335749618"
"10/01/2013","2013","October","Medium","7950.695161","50032.587700591935"
"10/01/2013","2013","October","Heavy","268667.960698","1690689.057157179116"
"10/01/2013","2013","October","Total","414237.669820","2606738.420193520670"
"11/01/2013","2013","November","Light","163648.535971","1029816.835129264146"
"11/01/2013","2013","November","Medium","9697.863533","61027.268420781400"
"11/01/2013","2013","November","Heavy","267145.954310","1681111.288601992955"
"11/01/2013","2013","November","Total","440492.353815","2771955.392152038502"
"12/01/2013","2013","December","Light","154152.852469","970061.856735197803"
"12/01/2013","2013","December","Medium","11655.489677","73346.329804976129"
"12/01/2013","2013","December","Heavy","273339.801067","1720088.280525920354"
"12/01/2013","2013","December","Total","439148.143214","2763496.467066094287"
"01/01/2014","2014","January","Light","150738.665666","948576.867411007669"
"01/01/2014","2014","January","Medium","11016.134942","69322.961886972197"
"01/01/2014","2014","January","Heavy","277419.174798","1745759.196066689775"
"01/01/2014","2014","January","Total","439173.975408","2763659.025364669642"
"02/01/2014","2014","February","Light","141300.451810","889183.537275721170"
"02/01/2014","2014","February","Medium","10189.451678","64120.762319187770"
"02/01/2014","2014","February","Heavy","280923.820485","1767813.430208023093"
"02/01/2014","2014","February","Total","432413.723973","2721117.729802932034"
"03/01/2014","2014","March","Light","140119.272013","881750.541723535104"
"03/01/2014","2014","March","Medium","13328.382967","83873.608057235612"
"03/01/2014","2014","March","Heavy","302680.249442","1904723.526466692706"
"03/01/2014","2014","March","Total","456127.904423","2870347.676247463423"
"04/01/2014","2014","April","Light","125557.575732","790115.869351922038"
"04/01/2014","2014","April","Medium","12105.199000","76176.286263543000"
"04/01/2014","2014","April","Heavy","291574.075958","1834833.964913558910"
"04/01/2014","2014","April","Total","429236.850691","2701126.120529023948"
"05/01/2014","2014","May","Light","138024.967043","868571.380032123832"
"05/01/2014","2014","May","Medium","6774.773580","42632.681350377967"
"05/01/2014","2014","May","Heavy","306775.097022","1930491.816720977844"
"05/01/2014","2014","May","Total","451574.837645","2841695.878103479645"
"06/01/2014","2014","June","Light","137216.824924","863485.857241606915"
"06/01/2014","2014","June","Medium","1408.703333","8864.768632090000"
"06/01/2014","2014","June","Heavy","306791.807760","1930596.975009785081"
"06/01/2014","2014","June","Total","445417.336018","2802947.600883481997"
"07/01/2014","2014","July","Light","144442.545411","908956.282993113097"
"07/01/2014","2014","July","Medium","4100.331935","25802.802522533225"
"07/01/2014","2014","July","Heavy","312949.368050","1969345.621384702720"
"07/01/2014","2014","July","Total","461492.245398","2904104.706900349044"
"08/01/2014","2014","August","Light","145707.292969","916915.158514676349"
"08/01/2014","2014","August","Heavy","321577.052968","2023638.408811891511"
"08/01/2014","2014","August","Total","467284.345938","2940553.567326567861"
"09/01/2014","2014","September","Light","134568.064988","846817.589737868811"
"09/01/2014","2014","September","Heavy","332978.868144","2095388.401255403598"
"09/01/2014","2014","September","Total","467546.933132","2942205.990993272409"
"10/01/2014","2014","October","Light","146081.458943","919269.731480482132"
"10/01/2014","2014","October","Medium","1015.954719","6393.257767375132"
"10/01/2014","2014","October","Heavy","301952.052233","1900141.085563062584"
"10/01/2014","2014","October","Total","449049.465896","2825804.074810919848"
"11/01/2014","2014","November","Light","151165.937578","951265.628450748679"
"11/01/2014","2014","November","Medium","549.600000","3458.554207200000"
"11/01/2014","2014","November","Heavy","311696.492675","1961461.455810356760"
"11/01/2014","2014","November","Total","463412.030254","2916185.638468305439"
"12/01/2014","2014","December","Light","148503.886488","934513.721613825202"
"12/01/2014","2014","December","Medium","974.777419","6134.134906829032"
"12/01/2014","2014","December","Heavy","329829.095706","2075567.333717375037"
"12/01/2014","2014","December","Total","479307.759613","3016215.190238029271"
"01/01/2015","2015","January","Light","163270.611072","1027438.607781757634"
"01/01/2015","2015","January","Medium","17465.519451","109908.016339718419"
"01/01/2015","2015","January","Heavy","312373.263215","1965720.276037994195"
"01/01/2015","2015","January","Total","493109.393739","3103066.900159470249"
"02/01/2015","2015","February","Light","149286.042168","939435.715461216680"
"02/01/2015","2015","February","Medium","16438.192928","103443.197437911214"
"02/01/2015","2015","February","Heavy","318770.208145","2005975.335720091438"
"02/01/2015","2015","February","Total","484494.443242","3048854.248619219332"
"03/01/2015","2015","March","Light","153072.377959","963262.585147968816"
"03/01/2015","2015","March","Medium","16308.231483","102625.368650897806"
"03/01/2015","2015","March","Heavy","312321.617839","1965395.279075565884"
"03/01/2015","2015","March","Total","481702.227283","3031283.232874432507"
"04/01/2015","2015","April","Light","152002.484667","956529.899658948142"
"04/01/2015","2015","April","Medium","16489.129933","103763.736724886200"
"04/01/2015","2015","April","Heavy","330737.333340","2081282.743270581665"
"04/01/2015","2015","April","Total","499228.947941","3141576.379654416008"
"05/01/2015","2015","May","Light","125271.012885","788312.570334928343"
"05/01/2015","2015","May","Medium","17743.389236","111656.611158096238"
"05/01/2015","2015","May","Heavy","302966.213610","1906523.058083040682"
"05/01/2015","2015","May","Total","445980.615732","2806492.239576065264"
"06/01/2015","2015","June","Light","127746.243813","803888.844605699931"
"06/01/2015","2015","June","Medium","29436.808961","185241.629329779434"
"06/01/2015","2015","June","Heavy","322526.195604","2029611.227691049437"
"06/01/2015","2015","June","Total","479709.248379","3018741.701626528803"
"07/01/2015","2015","July","Light","121054.699620","761779.913892298210"
"07/01/2015","2015","July","Medium","31799.264401","200108.223581698633"
"07/01/2015","2015","July","Heavy","304140.898617","1913915.182849496741"
"07/01/2015","2015","July","Total","456994.862639","2875803.320323493586"
"08/01/2015","2015","August","Light","146035.292449","918979.212337781723"
"08/01/2015","2015","August","Medium","46985.875946","295675.398352180625"
"08/01/2015","2015","August","Heavy","315932.065113","1988115.307470797841"
"08/01/2015","2015","August","Total","508953.233509","3202769.918160760189"
"09/01/2015","2015","September","Light","140007.704145","881048.461085519169"
"09/01/2015","2015","September","Medium","44990.108317","283116.318058635716"
"09/01/2015","2015","September","Heavy","332653.748684","2093342.470983818521"
"09/01/2015","2015","September","Total","517651.561147","3257507.250127973407"
"10/01/2015","2015","October","Light","113834.439231","716343.847757902920"
"10/01/2015","2015","October","Medium","5063.754645","31865.483865085741"
"10/01/2015","2015","October","Heavy","338066.315728","2127402.981394169872"
"10/01/2015","2015","October","Total","456964.509604","2875612.313017158535"
"11/01/2015","2015","November","Light","132609.534381","834492.836699572707"
"11/01/2015","2015","November","Medium","5858.198433","36864.805018590700"
"11/01/2015","2015","November","Heavy","343521.507076","2161731.720459419703"
"11/01/2015","2015","November","Total","481989.239891","3033089.362177583110"
"12/01/2015","2015","December","Light","127293.036944","801036.878586541957"
"12/01/2015","2015","December","Medium","7594.262322","47789.606816487870"
"12/01/2015","2015","December","Heavy","367611.372329","2313325.797643401879"
"12/01/2015","2015","December","Total","502498.671596","3162152.283046431707"
"01/01/2016","2016","January","Light","143735.025867","904503.963672332019"
"01/01/2016","2016","January","Medium","8244.324516","51880.355241594193"
"01/01/2016","2016","January","Heavy","375505.844349","2363004.581154748042"
"01/01/2016","2016","January","Total","527485.194732","3319388.900068674254"
"02/01/2016","2016","February","Light","139969.854010","880810.275601448441"
"02/01/2016","2016","February","Medium","8335.153448","52451.928723056896"
"02/01/2016","2016","February","Heavy","367001.457877","2309487.693217343455"
"02/01/2016","2016","February","Total","515306.465337","3242749.897541848794"
"03/01/2016","2016","March","Light","131755.041002","829115.632057564649"
"03/01/2016","2016","March","Medium","8564.153161","53892.991170097935"
"03/01/2016","2016","March","Heavy","366575.539453","2306807.449478632151"
"03/01/2016","2016","March","Total","506894.733617","3189816.072706294736"
"04/01/2016","2016","April","Light","125803.187353","791661.468157476568"
"04/01/2016","2016","April","Medium","7092.702000","44633.359429614000"
"04/01/2016","2016","April","Heavy","337427.047292","2123380.156546037291"
"04/01/2016","2016","April","Total","470322.936645","2959674.984133127860"
"05/01/2016","2016","May","Light","120665.323085","759329.623032703845"
"05/01/2016","2016","May","Medium","6441.219419","40533.672711623032"
"05/01/2016","2016","May","Heavy","327569.225816","2061346.295664856219"
"05/01/2016","2016","May","Total","454675.768321","2861209.591409183097"
"06/01/2016","2016","June","Light","110355.116956","694448.970226159006"
"06/01/2016","2016","June","Medium","7390.976033","46510.355268193900"
"06/01/2016","2016","June","Heavy","324639.489983","2042909.887017000240"
"06/01/2016","2016","June","Total","442385.582973","2783869.212511353146"
"07/01/2016","2016","July","Light","98442.253232","619483.022349605759"
"07/01/2016","2016","July","Medium","6786.019354","42703.449399232258"
"07/01/2016","2016","July","Heavy","338775.452643","2131865.478593483032"
"07/01/2016","2016","July","Total","444003.725230","2794051.950342321050"
"08/01/2016","2016","August","Light","123654.143783","778137.844284061026"
"08/01/2016","2016","August","Medium","7302.536645","45953.818845259741"
"08/01/2016","2016","August","Heavy","367294.421812","2311331.273365468773"
"08/01/2016","2016","August","Total","498251.102240","3135422.936494789541"
"09/01/2016","2016","September","Light","134784.800694","848181.476545667281"
"09/01/2016","2016","September","Medium","5849.234433","36808.395848442700"
"09/01/2016","2016","September","Heavy","356178.961937","2241383.273883857342"
"09/01/2016","2016","September","Total","496812.997066","3126373.146277967323"
"10/01/2016","2016","October","Light","137710.445171","866592.138867849537"
"10/01/2016","2016","October","Medium","5252.705612","33054.525285097354"
"10/01/2016","2016","October","Heavy","342900.186458","2157821.838655560459"
"10/01/2016","2016","October","Total","485863.337242","3057468.502808507352"
"11/01/2016","2016","November","Light","142067.862014","894012.739950043759"
"11/01/2016","2016","November","Medium","6393.546666","40233.674896160000"
"11/01/2016","2016","November","Heavy","389621.622438","2451833.154111374175"
"11/01/2016","2016","November","Total","538083.031118","3386079.568957577935"
"12/01/2016","2016","December","Light","140211.305280","882329.693915053853"
"12/01/2016","2016","December","Medium","5523.143967","34756.355179412612"
"12/01/2016","2016","December","Heavy","387452.728512","2438184.614791928645"
"12/01/2016","2016","December","Total","533187.177761","3355270.663886395112"
"01/01/2017","2017","January","Light","127743.987348","803874.644996254111"
"01/01/2017","2017","January","Medium","6056.331677","38111.629190570129"
"01/01/2017","2017","January","Heavy","401444.059302","2526230.058692486689"
"01/01/2017","2017","January","Total","535244.378329","3368216.332879310929"
"02/01/2017","2017","February","Light","144346.079002","908349.233670738203"
"02/01/2017","2017","February","Medium","5300.699642","33356.544852451071"
"02/01/2017","2017","February","Heavy","393662.538601","2477262.061673972036"
"02/01/2017","2017","February","Total","543309.317246","3418967.840197161311"
"03/01/2017","2017","March","Light","119729.047524","753437.774819607957"
"03/01/2017","2017","March","Medium","4385.718064","27598.696622316774"
"03/01/2017","2017","March","Heavy","411432.388446","2589085.185662175152"
"03/01/2017","2017","March","Total","535547.154035","3370121.657104099884"
"04/01/2017","2017","April","Light","119283.191381","750632.065866572897"
"04/01/2017","2017","April","Medium","5303.147000","33371.945720979000"
"04/01/2017","2017","April","Heavy","413958.789022","2604983.463209454901"
"04/01/2017","2017","April","Total","538545.127403","3388987.474797006799"
"05/01/2017","2017","May","Light","134115.024434","843966.670320148813"
"05/01/2017","2017","May","Medium","5676.702903","35722.679601484838"
"05/01/2017","2017","May","Heavy","383072.560916","2410620.846472642910"
"05/01/2017","2017","May","Total","522864.288254","3290310.196394276562"
"06/01/2017","2017","June","Light","134801.631688","848287.391582399044"
"06/01/2017","2017","June","Medium","5754.864500","36214.539352876500"
"06/01/2017","2017","June","Heavy","386070.219435","2429484.682867271033"
"06/01/2017","2017","June","Total","526626.715624","3313986.613802546577"
"07/01/2017","2017","July","Light","124833.308444","785558.158880262388"
"07/01/2017","2017","July","Medium","6025.266774","37916.142196851290"
"07/01/2017","2017","July","Heavy","388507.904615","2444824.687111835055"
"07/01/2017","2017","July","Total","519366.479834","3268298.988188948733"
"08/01/2017","2017","August","Light","114533.478439","720742.801532255153"
"08/01/2017","2017","August","Medium","4807.268129","30251.450896657548"
"08/01/2017","2017","August","Heavy","392170.241219","2467871.247652762544"
"08/01/2017","2017","August","Total","511510.987788","3218865.500081675246"
"09/01/2017","2017","September","Light","108059.912341","680005.575800321570"
"09/01/2017","2017","September","Medium","6162.279333","38778.342638722000"
"09/01/2017","2017","September","Heavy","411865.540915","2591810.952208680821"
"09/01/2017","2017","September","Total","526087.732590","3310594.870647724391"
"10/01/2017","2017","October","Light","119621.048192","752758.150465003484"
"10/01/2017","2017","October","Medium","6152.384516","38716.075969014193"
"10/01/2017","2017","October","Heavy","393326.352909","2475146.493188682994"
"10/01/2017","2017","October","Total","519099.785617","3266620.719622700672"
"11/01/2017","2017","November","Light","118530.612227","745896.192871996824"
"11/01/2017","2017","November","Medium","6614.547333","41624.400488398000"
"11/01/2017","2017","November","Heavy","385213.040587","2424090.578952753011"
"11/01/2017","2017","November","Total","510358.200148","3211611.172313147835"
"12/01/2017","2017","December","Light","114876.782065","722903.162158254635"
"12/01/2017","2017","December","Medium","5776.884516","36353.108165514193"
"12/01/2017","2017","December","Heavy","426447.552947","2683573.468697226537"
"12/01/2017","2017","December","Total","547101.219528","3442829.739020995366"
"01/01/2018","2018","January","Light","130543.065018","821488.840504239329"
"01/01/2018","2018","January","Medium","6639.802903","41783.330178184838"
"01/01/2018","2018","January","Heavy","406627.450001","2558848.395131145852"
"01/01/2018","2018","January","Total","543810.317922","3422120.565813570020"
"02/01/2018","2018","February","Light","127954.640299","805200.253890741181"
"02/01/2018","2018","February","Medium","4382.331428","27577.385006605714"
"02/01/2018","2018","February","Heavy","424058.070586","2668536.797897649610"
"02/01/2018","2018","February","Total","556395.042314","3501314.436794996506"
"03/01/2018","2018","March","Light","120634.233562","759133.981115341518"
"03/01/2018","2018","March","Medium","4928.762258","31015.996076997096"
"03/01/2018","2018","March","Heavy","456836.429693","2874806.324453677785"
"03/01/2018","2018","March","Total","582399.425514","3664956.301646016401"
"04/01/2018","2018","April","Light","147058.866359","925420.416582653853"
"04/01/2018","2018","April","Medium","4885.559666","30744.128347301000"
"04/01/2018","2018","April","Heavy","427787.161256","2692003.432223933868"
"04/01/2018","2018","April","Total","579731.587282","3648167.977153888721"
"05/01/2018","2018","May","Light","124878.200033","785840.655225470271"
"05/01/2018","2018","May","Medium","5870.922935","36944.878491020225"
"05/01/2018","2018","May","Heavy","452863.026905","2849802.268902347538"
"05/01/2018","2018","May","Total","583612.149873","3672587.802618838036"
"06/01/2018","2018","June","Light","132034.739901","830875.737229187157"
"06/01/2018","2018","June","Medium","4528.435000","28496.793888795000"
"06/01/2018","2018","June","Heavy","438563.343207","2759816.404247138351"
"06/01/2018","2018","June","Total","575126.518108","3619188.935365120508"
"07/01/2018","2018","July","Light","125570.666949","790198.250505698269"
"07/01/2018","2018","July","Medium","6310.645161","39711.987577741935"
"07/01/2018","2018","July","Heavy","440759.526959","2773636.674545706747"
"07/01/2018","2018","July","Total","572640.839070","3603546.912629146953"
"08/01/2018","2018","August","Light","125514.766492","789846.476927825524"
"08/01/2018","2018","August","Medium","6176.890322","38870.287504683870"
"08/01/2018","2018","August","Heavy","455718.093769","2867768.796406591903"
"08/01/2018","2018","August","Total","587409.750585","3696485.560839101298"
"09/01/2018","2018","September","Light","119283.738277","750635.507402797150"
"09/01/2018","2018","September","Medium","4233.300333","26639.553635719000"
"09/01/2018","2018","September","Heavy","435044.483808","2737672.725246125408"
"09/01/2018","2018","September","Total","558561.522418","3514947.786284641559"
"10/01/2018","2018","October","Light","109867.553542","691380.803384318387"
"10/01/2018","2018","October","Medium","4581.952903","28833.574400734838"
"10/01/2018","2018","October","Heavy","450564.508275","2835338.019855169555"
"10/01/2018","2018","October","Total","565014.014721","3555552.397640222781"
"11/01/2018","2018","November","Light","128650.973288","809582.177813881911"
"11/01/2018","2018","November","Medium","6514.657666","40995.809100287000"
"11/01/2018","2018","November","Heavy","465678.539681","2930448.458183246474"
"11/01/2018","2018","November","Total","600844.170636","3781026.445097415385"
"12/01/2018","2018","December","Light","127299.820568","801079.566963127706"
"12/01/2018","2018","December","Medium","7792.055483","49034.290896065806"
"12/01/2018","2018","December","Heavy","464757.388809","2924651.787470061276"
"12/01/2018","2018","December","Total","599849.264861","3774765.645329254789"
"01/01/2019","2019","January","Light","139733.227656","879321.219791713099"
"01/01/2019","2019","January","Medium","6732.369677","42365.839651136129"
"01/01/2019","2019","January","Heavy","456383.352139","2871955.172193198081"
"01/01/2019","2019","January","Total","602848.949473","3793642.231636047310"
"02/01/2019","2019","February","Light","147084.058241","925578.945492981475"
"02/01/2019","2019","February","Medium","7324.038214","46089.125145035357"
"02/01/2019","2019","February","Heavy","408930.737877","2573342.656366017803"
"02/01/2019","2019","February","Total","563338.834332","3545010.727004034636"
"03/01/2019","2019","March","Light","142560.608011","897113.520050134339"
"03/01/2019","2019","March","Medium","7536.988354","47429.189927665258"
"03/01/2019","2019","March","Heavy","441074.319205","2775617.617130839652"
"03/01/2019","2019","March","Total","591171.915571","3720160.327108639250"
"04/01/2019","2019","April","Light","152382.866774","958923.589863238317"
"04/01/2019","2019","April","Medium","7322.209666","46077.618356351000"
"04/01/2019","2019","April","Heavy","440388.281882","2771300.482362892588"
"04/01/2019","2019","April","Total","600093.358323","3776301.690582481906"
"05/01/2019","2019","May","Light","149485.099944","940688.357583780883"
"05/01/2019","2019","May","Medium","6463.966451","40676.816532797419"
"05/01/2019","2019","May","Heavy","447663.050908","2817079.563550200100"
"05/01/2019","2019","May","Total","603612.117304","3798444.737666778403"
"06/01/2019","2019","June","Light","144827.154231","911376.571296823205"
"06/01/2019","2019","June","Medium","7957.436084","50075.007366608178"
"06/01/2019","2019","June","Heavy","458408.388043","2884698.433560982184"
"06/01/2019","2019","June","Total","611192.978360","3846150.012224413567"
"07/01/2019","2019","July","Light","139242.859554","876235.403446435731"
"07/01/2019","2019","July","Medium","7016.370677","44153.017331993129"
"07/01/2019","2019","July","Heavy","476236.995350","2996891.309851680848"
"07/01/2019","2019","July","Total","622496.225582","3917279.730630109709"
"08/01/2019","2019","August","Light","144275.533739","907905.302420435272"
"08/01/2019","2019","August","Medium","7288.898709","45867.997267484516"
"08/01/2019","2019","August","Heavy","445225.922828","2801743.065053902499"
"08/01/2019","2019","August","Total","596790.355277","3755516.364741822287"
"09/01/2019","2019","September","Light","129255.745980","813387.925885708907"
"09/01/2019","2019","September","Medium","5658.487333","35608.051624978000"
"09/01/2019","2019","September","Heavy","455713.709812","2867741.208789978836"
"09/01/2019","2019","September","Total","590627.943126","3716737.186300665743"
"10/01/2019","2019","October","Light","135401.313959","852061.106356293858"
"10/01/2019","2019","October","Medium","7797.134516","49066.252519764193"
"10/01/2019","2019","October","Heavy","442671.777412","2785670.193189952074"
"10/01/2019","2019","October","Total","585870.225887","3686797.552066010126"
"11/01/2019","2019","November","Light","124267.573308","781998.068570344051"
"11/01/2019","2019","November","Medium","6526.348166","41069.375745045500"
"11/01/2019","2019","November","Heavy","434399.132517","2733611.621856257973"
"11/01/2019","2019","November","Total","565193.053993","3556679.066171647524"
"12/01/2019","2019","December","Light","145290.695560","914293.570591847869"
"12/01/2019","2019","December","Medium","6181.871935","38901.636082313225"
"12/01/2019","2019","December","Heavy","485673.095719","3056271.340110836095"
"12/01/2019","2019","December","Total","637145.663215","4009466.546784997190"
"01/01/2020","2020","January","Light","133644.612243","841006.433668287191"
"01/01/2020","2020","January","Medium","5525.778806","34772.935842630677"
"01/01/2020","2020","January","Heavy","488030.803441","3071108.057653989830"
"01/01/2020","2020","January","Total","627201.194491","3946887.427164907699"
"02/01/2020","2020","February","Light","148927.041696","937176.576826182467"
"02/01/2020","2020","February","Medium","6350.102793","39960.288812300586"
"02/01/2020","2020","February","Heavy","498604.379384","3137646.059039864028"
"02/01/2020","2020","February","Total","653881.523873","4114782.924678347082"
"03/01/2020","2020","March","Light","143440.170782","902648.482789749104"
"03/01/2020","2020","March","Medium","6430.387741","40465.510514552903"
"03/01/2020","2020","March","Heavy","482861.698284","3038579.618083432272"
"03/01/2020","2020","March","Total","632732.256809","3981693.611387734280"
"04/01/2020","2020","April","Light","136736.880752","860465.637202583702"
"04/01/2020","2020","April","Medium","5847.898966","36799.991947681100"
"04/01/2020","2020","April","Heavy","430996.265462","2712197.866087663505"
"04/01/2020","2020","April","Total","573581.045181","3609463.495237928307"
"05/01/2020","2020","May","Light","149287.588012","939445.443240317150"
"05/01/2020","2020","May","Medium","6015.038322","37851.776013519870"
"05/01/2020","2020","May","Heavy","379517.884553","2388251.776434537921"
"05/01/2020","2020","May","Total","534820.510888","3365548.995688374942"
"06/01/2020","2020","June","Light","136209.424133","857146.428124254647"
"06/01/2020","2020","June","Medium","5894.953833","37096.101494768500"
"06/01/2020","2020","June","Heavy","399313.593871","2512823.344391313732"
"06/01/2020","2020","June","Total","541417.971838","3407065.874010336880"
"07/01/2020","2020","July","Light","146455.738186","921625.017236373346"
"07/01/2020","2020","July","Medium","5544.609806","34891.436632797677"
"07/01/2020","2020","July","Heavy","421809.449941","2654386.549730416367"
"07/01/2020","2020","July","Total","573809.797934","3610903.003599587391"
"08/01/2020","2020","August","Light","155776.751629","980280.821928858983"
"08/01/2020","2020","August","Medium","6876.007032","43269.728984994387"
"08/01/2020","2020","August","Heavy","400286.328741","2518944.625824538981"
"08/01/2020","2020","August","Total","562939.087403","3542495.176738392352"
"09/01/2020","2020","September","Light","136510.902595","859043.588974620105"
"09/01/2020","2020","September","Medium","6361.107066","40029.537132222800"
"09/01/2020","2020","September","Heavy","392966.733833","2472883.461771906595"
"09/01/2020","2020","September","Total","535838.743495","3371956.587878749500"
"10/01/2020","2020","October","Light","113058.561093","711461.357585636664"
"10/01/2020","2020","October","Medium","6537.915903","41142.169857025838"
"10/01/2020","2020","October","Heavy","454230.749995","2858409.154726766590"
"10/01/2020","2020","October","Total","573827.226992","3611012.682169429093"
"11/01/2020","2020","November","Light","132805.461189","835725.776083314830"
"11/01/2020","2020","November","Medium","7412.272033","46644.367950865900"
"11/01/2020","2020","November","Heavy","459482.436417","2891457.266383773369"
"11/01/2020","2020","November","Total","599700.169639","3773827.410417954099"
"12/01/2020","2020","December","Light","127366.514178","801499.260314686453"
"12/01/2020","2020","December","Medium","6976.293677","43900.818502004129"
"12/01/2020","2020","December","Heavy","467828.066663","2943975.124101598080"
"12/01/2020","2020","December","Total","602170.874519","3789375.202918288663"
"01/01/2021","2021","January","Light","134043.390414","843515.887675141691"
"01/01/2021","2021","January","Medium","6342.371935","39911.639630813225"
"01/01/2021","2021","January","Heavy","479518.674843","3017542.449622180321"
"01/01/2021","2021","January","Total","619904.437194","3900969.976928135239"
"02/01/2021","2021","February","Light","137036.022973","862348.096419826565"
"02/01/2021","2021","February","Medium","6112.715571","38466.444972673285"
"02/01/2021","2021","February","Heavy","453424.336838","2853334.512046760043"
"02/01/2021","2021","February","Total","596573.075383","3754149.053439259894"
"03/01/2021","2021","March","Light","104857.230447","659851.556619220074"
"03/01/2021","2021","March","Medium","6137.602645","38623.055768821741"
"03/01/2021","2021","March","Heavy","473616.624651","2980401.691756695787"
"03/01/2021","2021","March","Total","584611.457744","3678876.304144737603"
"04/01/2021","2021","April","Light","101388.379316","638022.572502170335"
"04/01/2021","2021","April","Medium","5561.634000","34998.567448338000"
"04/01/2021","2021","April","Heavy","476467.619946","2998342.597453042864"
"04/01/2021","2021","April","Total","583417.633263","3671363.737403551200"
"05/01/2021","2021","May","Light","122918.206196","773506.694291189898"
"05/01/2021","2021","May","Medium","6723.194645","42308.102485165741"
"05/01/2021","2021","May","Heavy","461593.282197","2904740.517027787796"
"05/01/2021","2021","May","Total","591234.683038","3720555.313804143436"
"06/01/2021","2021","June","Light","126201.584785","794168.526226429554"
"06/01/2021","2021","June","Medium","5638.813500","35484.247005169500"
"06/01/2021","2021","June","Heavy","467401.251623","2941289.238087283815"
"06/01/2021","2021","June","Total","599241.649908","3770942.011318882870"
"07/01/2021","2021","July","Light","121334.129400","763538.325536537735"
"07/01/2021","2021","July","Medium","4684.223419","29477.148134051032"
"07/01/2021","2021","July","Heavy","468513.748006","2948290.018737823095"
"07/01/2021","2021","July","Total","594532.100826","3741305.492408411863"
"08/01/2021","2021","August","Light","124027.904018","780489.863997435370"
"08/01/2021","2021","August","Medium","2408.852225","15158.562591131709"
"08/01/2021","2021","August","Heavy","465491.005608","2929268.333080792977"
"08/01/2021","2021","August","Total","591927.761852","3724916.759669360057"
"09/01/2021","2021","September","Light","121212.560146","762773.307604984502"
"09/01/2021","2021","September","Medium","3049.445666","19189.725509603000"
"09/01/2021","2021","September","Heavy","456306.663120","2871472.579165109554"
"09/01/2021","2021","September","Total","580568.668933","3653435.612279697057"
"10/01/2021","2021","October","Light","126310.217647","794852.137293883423"
"10/01/2021","2021","October","Medium","4460.280322","28067.906249913870"
"10/01/2021","2021","October","Heavy","452170.097048","2845441.760399998117"
"10/01/2021","2021","October","Total","582940.595018","3668361.803943795412"
"11/01/2021","2021","November","Light","114222.352137","718784.928205141599"
"11/01/2021","2021","November","Medium","4684.978666","29481.900797384000"
"11/01/2021","2021","November","Heavy","520294.994241","3274141.996579470822"
"11/01/2021","2021","November","Total","639202.325046","4022408.825581996422"
