,Date,death_cnt,hosp_cnt,ill_cnt
970,2020/03/27,46,116,432
766,2020/03/28,34,107,429
1139,2020/03/29,39,117,371
237,2020/03/30,47,137,531
993,2020/03/31,46,111,407
983,2020/04/01,57,137,525
510,2020/04/02,37,115,383
1077,2020/04/03,32,97,401
528,2020/04/04,47,98,368
976,2020/04/05,43,93,394
985,2020/04/06,54,126,469
434,2020/04/07,50,105,404
658,2020/04/08,35,85,404
898,2020/04/09,32,79,362
419,2020/04/10,49,113,429
395,2020/04/11,37,95,338
1020,2020/04/12,36,74,337
1025,2020/04/13,49,111,469
486,2020/04/14,43,84,374
452,2020/04/15,46,92,438
850,2020/04/16,36,83,367
267,2020/04/17,29,82,407
1137,2020/04/18,34,72,352
296,2020/04/19,26,74,355
942,2020/04/20,37,85,506
904,2020/04/21,26,66,381
1086,2020/04/22,30,58,401
627,2020/04/23,29,68,371
582,2020/04/24,20,59,367
979,2020/04/25,28,55,375
397,2020/04/26,20,56,326
952,2020/04/27,31,83,463
1074,2020/04/28,25,61,387
1008,2020/04/29,25,60,383
1059,2020/04/30,22,70,353
972,2020/05/01,26,73,447
989,2020/05/02,24,52,297
695,2020/05/03,13,43,280
360,2020/05/04,23,59,382
257,2020/05/05,16,55,368
1083,2020/05/06,11,48,299
941,2020/05/07,14,38,296
644,2020/05/08,17,52,317
997,2020/05/09,16,44,283
1133,2020/05/10,16,30,281
613,2020/05/11,17,47,388
896,2020/05/12,14,40,367
1094,2020/05/13,9,34,355
584,2020/05/14,15,51,325
980,2020/05/15,12,37,302
890,2020/05/16,13,33,285
1115,2020/05/17,8,35,280
937,2020/05/18,16,47,379
788,2020/05/19,13,36,327
844,2020/05/20,12,45,364
862,2020/05/21,11,30,253
1036,2020/05/22,12,34,259
1102,2020/05/23,11,29,253
430,2020/05/24,5,26,231
964,2020/05/25,15,39,340
878,2020/05/26,10,33,352
398,2020/05/27,10,35,327
1089,2020/05/28,8,28,323
923,2020/05/29,5,24,288
885,2020/05/30,4,15,275
387,2020/05/31,5,20,271
959,2020/06/01,12,40,485
913,2020/06/02,9,24,376
1146,2020/06/03,6,37,418
965,2020/06/04,5,27,401
589,2020/06/05,9,39,416
1147,2020/06/06,1,19,390
385,2020/06/07,11,29,399
605,2020/06/08,7,28,614
1027,2020/06/09,9,36,593
570,2020/06/10,11,36,637
90,2020/06/11,10,35,561
113,2020/06/12,7,28,607
1055,2020/06/13,6,32,601
789,2020/06/14,5,41,744
274,2020/06/15,9,54,1145
791,2020/06/16,12,39,1103
953,2020/06/17,8,28,1076
1039,2020/06/18,9,23,970
866,2020/06/19,7,47,978
1030,2020/06/20,9,37,990
1121,2020/06/21,13,44,1075
838,2020/06/22,7,36,1643
149,2020/06/23,8,53,1408
909,2020/06/24,14,47,1427
1101,2020/06/25,4,41,1201
576,2020/06/26,12,53,1165
911,2020/06/27,7,52,1098
1065,2020/06/28,9,45,1264
547,2020/06/29,9,63,1620
226,2020/06/30,14,43,1419
581,2020/07/01,23,73,1550
815,2020/07/02,11,52,1225
664,2020/07/03,13,68,1214
783,2020/07/04,16,67,1124
119,2020/07/05,16,68,1543
255,2020/07/06,15,72,1946
892,2020/07/07,18,57,1645
307,2020/07/08,9,62,1528
827,2020/07/09,9,57,1207
597,2020/07/10,24,72,1354
696,2020/07/11,11,44,1012
828,2020/07/12,12,68,1162
108,2020/07/13,12,56,1535
1105,2020/07/14,11,62,1357
64,2020/07/15,18,70,1289
914,2020/07/16,14,62,1045
721,2020/07/17,23,67,1081
104,2020/07/18,11,48,975
507,2020/07/19,12,57,935
350,2020/07/20,14,78,1414
821,2020/07/21,13,65,1200
214,2020/07/22,17,70,1155
508,2020/07/23,16,55,997
962,2020/07/24,15,57,933
1063,2020/07/25,14,42,903
631,2020/07/26,15,61,907
724,2020/07/27,14,63,1199
249,2020/07/28,16,55,1095
24,2020/07/29,14,49,1046
327,2020/07/30,10,37,880
197,2020/07/31,13,62,904
596,2020/08/01,10,38,931
15,2020/08/02,12,61,899
746,2020/08/03,16,50,1177
516,2020/08/04,14,48,1090
1069,2020/08/05,18,64,1039
814,2020/08/06,8,52,899
373,2020/08/07,7,44,954
880,2020/08/08,6,39,839
984,2020/08/09,9,36,820
331,2020/08/10,9,41,1075
770,2020/08/11,6,31,969
414,2020/08/12,11,51,968
858,2020/08/13,11,38,894
833,2020/08/14,12,43,874
572,2020/08/15,8,36,869
619,2020/08/16,5,32,969
180,2020/08/17,12,43,1222
859,2020/08/18,4,41,1203
908,2020/08/19,10,35,1162
208,2020/08/20,14,35,1045
717,2020/08/21,11,29,1043
1005,2020/08/22,2,30,1053
290,2020/08/23,5,34,1244
590,2020/08/24,7,45,1716
1014,2020/08/25,9,40,1522
336,2020/08/26,12,39,1436
544,2020/08/27,4,24,1193
66,2020/08/28,9,34,1211
754,2020/08/29,6,35,1072
635,2020/08/30,5,53,1237
1057,2020/08/31,6,40,1614
803,2020/09/01,10,44,1599
793,2020/09/02,11,35,1419
698,2020/09/03,4,35,1232
497,2020/09/04,8,27,1132
847,2020/09/05,8,33,1070
142,2020/09/06,4,29,1091
512,2020/09/07,6,37,1433
1019,2020/09/08,11,43,1539
924,2020/09/09,7,30,1558
771,2020/09/10,2,26,1276
704,2020/09/11,9,34,1229
482,2020/09/12,6,26,1064
1006,2020/09/13,2,24,1213
527,2020/09/14,8,41,1683
652,2020/09/15,4,24,1564
139,2020/09/16,8,39,1532
574,2020/09/17,7,22,1217
1017,2020/09/18,4,39,1231
713,2020/09/19,9,30,1101
480,2020/09/20,5,36,1289
781,2020/09/21,5,48,1642
836,2020/09/22,6,38,1553
556,2020/09/23,7,48,1462
797,2020/09/24,9,43,1219
444,2020/09/25,11,42,1282
240,2020/09/26,7,41,1203
293,2020/09/27,2,26,1332
130,2020/09/28,6,56,1761
490,2020/09/29,6,41,1636
816,2020/09/30,7,40,1556
132,2020/10/01,6,56,1545
253,2020/10/02,8,40,1465
606,2020/10/03,6,44,1408
762,2020/10/04,8,48,1501
571,2020/10/05,9,63,2046
77,2020/10/06,6,53,1925
693,2020/10/07,6,49,1830
660,2020/10/08,12,53,1592
1,2020/10/09,10,46,1681
44,2020/10/10,7,46,1559
603,2020/10/11,9,41,1682
857,2020/10/12,15,69,2206
671,2020/10/13,9,54,2180
176,2020/10/14,7,53,2064
451,2020/10/15,8,55,1760
164,2020/10/16,13,67,1855
73,2020/10/17,11,44,1724
872,2020/10/18,9,48,1989
569,2020/10/19,15,69,2743
707,2020/10/20,16,62,2769
118,2020/10/21,14,63,2575
488,2020/10/22,8,66,2339
525,2020/10/23,7,66,2317
65,2020/10/24,8,57,2133
531,2020/10/25,12,50,2479
312,2020/10/26,15,78,3261
280,2020/10/27,15,78,3221
297,2020/10/28,10,65,3201
107,2020/10/29,12,65,2573
153,2020/10/30,18,72,2730
748,2020/10/31,13,61,2731
773,2020/11/01,20,96,3345
330,2020/11/02,18,93,4375
85,2020/11/03,18,99,4424
71,2020/11/04,20,90,4325
363,2020/11/05,14,81,3820
471,2020/11/06,13,77,3859
303,2020/11/07,10,80,3468
221,2020/11/08,17,95,3634
254,2020/11/09,24,102,4807
294,2020/11/10,14,95,4578
84,2020/11/11,13,96,4234
45,2020/11/12,18,80,3691
424,2020/11/13,19,96,3789
402,2020/11/14,11,100,3374
630,2020/11/15,9,89,3543
376,2020/11/16,22,104,4501
540,2020/11/17,35,124,4263
52,2020/11/18,18,74,4150
519,2020/11/19,18,73,3442
364,2020/11/20,19,81,3512
162,2020/11/21,21,93,3329
129,2020/11/22,17,72,3102
194,2020/11/23,18,111,4147
116,2020/11/24,21,106,3768
732,2020/11/25,28,104,3803
805,2020/11/26,22,102,2655
168,2020/11/27,29,119,3800
46,2020/11/28,22,92,3551
183,2020/11/29,19,86,3903
675,2020/11/30,28,143,5093
35,2020/12/01,32,133,4758
141,2020/12/02,20,96,4470
12,2020/12/03,19,95,3943
246,2020/12/04,19,105,3893
127,2020/12/05,27,103,3606
262,2020/12/06,25,92,3338
439,2020/12/07,43,117,4642
6,2020/12/08,21,108,4234
219,2020/12/09,21,112,4013
155,2020/12/10,22,92,3802
705,2020/12/11,25,89,3639
277,2020/12/12,18,89,3338
188,2020/12/13,13,87,3251
375,2020/12/14,38,136,4373
316,2020/12/15,29,113,3946
692,2020/12/16,22,98,3583
34,2020/12/17,21,92,3182
638,2020/12/18,23,101,3397
759,2020/12/19,23,90,2952
182,2020/12/20,19,73,3065
404,2020/12/21,22,92,3666
378,2020/12/22,18,78,3485
567,2020/12/23,15,99,3492
433,2020/12/24,30,104,3087
204,2020/12/25,25,106,3015
80,2020/12/26,23,107,3912
112,2020/12/27,18,92,4141
175,2020/12/28,25,97,5416
362,2020/12/29,27,95,4478
60,2020/12/30,29,115,4298
205,2020/12/31,23,89,4227
42,2021/01/01,36,106,4438
134,2021/01/02,20,83,4666
92,2021/01/03,31,95,4942
86,2021/01/04,26,124,6059
122,2021/01/05,26,116,5137
243,2021/01/06,21,113,4563
63,2021/01/07,21,85,4090
483,2021/01/08,22,92,3896
174,2021/01/09,16,79,3503
632,2021/01/10,20,91,3339
120,2021/01/11,20,102,4277
201,2021/01/12,36,107,3793
94,2021/01/13,22,84,3692
5,2021/01/14,22,100,3333
393,2021/01/15,24,104,3368
3,2021/01/16,13,78,2947
820,2021/01/17,27,94,2905
357,2021/01/18,36,117,3627
81,2021/01/19,18,85,3435
358,2021/01/20,22,88,3408
622,2021/01/21,17,75,3077
239,2021/01/22,19,88,3118
448,2021/01/23,15,67,2695
499,2021/01/24,19,61,2562
100,2021/01/25,10,70,3350
11,2021/01/26,7,75,3019
111,2021/01/27,19,90,2935
367,2021/01/28,13,73,2556
87,2021/01/29,13,72,2553
750,2021/01/30,9,45,2229
206,2021/01/31,13,60,2249
137,2021/02/01,15,100,2789
295,2021/02/02,11,60,2489
690,2021/02/03,10,64,2436
165,2021/02/04,14,62,2139
545,2021/02/05,7,60,2153
994,2021/02/06,8,45,1789
