,Date,death_cnt,hosp_cnt,ill_cnt
935,2022-08-19,0,3,27
956,2022-08-20,1,1,24
441,2022-08-21,1,2,25
941,2022-08-22,0,1,21
796,2022-08-23,0,2,20
781,2022-08-24,0,0,22
946,2022-08-25,0,3,20
924,2022-08-26,1,1,20
878,2022-08-27,0,1,17
1034,2022-08-28,1,2,16
818,2022-08-29,0,0,23
944,2022-08-30,0,0,15
669,2022-08-31,1,2,24
1029,2022-09-01,0,2,8
684,2022-09-02,1,4,19
743,2022-09-03,0,2,17
1023,2022-09-04,0,1,15
976,2022-09-05,0,2,21
607,2022-09-06,0,1,25
186,2022-09-07,0,7,19
929,2022-09-08,0,2,13
784,2022-09-09,1,4,18
913,2022-09-10,0,1,12
567,2022-09-11,0,2,12
989,2022-09-12,0,2,23
59,2022-09-13,0,2,18
546,2022-09-14,0,1,10
994,2022-09-15,0,0,9
1010,2022-09-16,0,0,6
909,2022-09-17,0,1,11
927,2022-09-18,1,4,15
368,2022-09-19,2,6,12
97,2022-09-20,0,3,13
331,2022-09-21,0,1,11
8,2022-09-22,1,4,17
883,2022-09-23,0,1,10
845,2022-09-24,0,1,8
877,2022-09-25,0,2,15
517,2022-09-26,1,3,19
964,2022-09-27,0,2,13
894,2022-09-28,0,1,12
1067,2022-09-29,0,0,6
1028,2022-09-30,0,3,8
780,2022-10-01,0,2,14
1124,2022-10-02,0,1,8
1020,2022-10-03,0,0,9
938,2022-10-04,2,5,15
631,2022-10-05,1,4,13
203,2022-10-06,0,4,7
1011,2022-10-07,0,2,10
528,2022-10-08,0,3,18
1035,2022-10-09,1,1,11
749,2022-10-10,0,2,14
519,2022-10-11,0,6,16
992,2022-10-12,1,1,11
291,2022-10-13,0,4,14
838,2022-10-14,0,0,13
1095,2022-10-15,0,1,9
893,2022-10-16,0,0,10
67,2022-10-17,0,2,18
942,2022-10-18,0,1,13
1082,2022-10-19,0,1,13
991,2022-10-20,1,2,9
948,2022-10-21,0,4,15
360,2022-10-22,0,2,11
506,2022-10-23,0,1,10
727,2022-10-24,1,4,19
110,2022-10-25,0,3,14
756,2022-10-26,0,1,9
1102,2022-10-27,0,2,4
999,2022-10-28,0,2,14
1037,2022-10-29,0,1,12
811,2022-10-30,0,0,7
837,2022-10-31,0,2,13
907,2022-11-01,0,1,20
884,2022-11-02,0,1,16
452,2022-11-03,0,1,14
572,2022-11-04,0,1,9
995,2022-11-05,0,1,13
1046,2022-11-06,1,3,14
851,2022-11-07,2,3,20
314,2022-11-08,0,2,16
1148,2022-11-09,0,0,3
852,2022-11-10,0,1,14
455,2022-11-11,0,3,14
829,2022-11-12,0,1,10
790,2022-11-13,0,0,11
1016,2022-11-14,0,0,6
724,2022-11-15,0,3,13
1109,2022-11-16,0,0,15
39,2022-11-17,0,0,6
615,2022-11-18,0,4,15
923,2022-11-19,0,4,15
355,2022-11-20,0,0,9
813,2022-11-21,0,0,12
1022,2022-11-22,0,1,11
137,2022-11-23,1,1,18
980,2022-11-24,0,3,21
1007,2022-11-25,0,2,29
311,2022-11-26,1,3,32
735,2022-11-27,0,6,30
653,2022-11-28,0,0,19
155,2022-11-29,2,5,26
1018,2022-11-30,0,3,22
582,2022-12-01,1,5,32
448,2022-12-02,0,2,20
141,2022-12-03,0,1,15
771,2022-12-04,0,1,22
934,2022-12-05,0,0,37
40,2022-12-06,1,4,22
717,2022-12-07,0,2,20
896,2022-12-08,0,2,20
364,2022-12-09,0,1,26
997,2022-12-10,0,1,22
1026,2022-12-11,0,2,22
242,2022-12-12,0,4,38
385,2022-12-13,3,9,35
918,2022-12-14,0,0,20
758,2022-12-15,0,0,14
734,2022-12-16,0,3,22
358,2022-12-17,1,2,17
50,2022-12-18,1,2,27
663,2022-12-19,1,3,26
553,2022-12-20,2,3,20
633,2022-12-21,1,2,21
150,2022-12-22,0,1,22
932,2022-12-23,0,1,23
891,2022-12-24,0,2,21
957,2022-12-25,1,4,35
5,2022-12-26,1,3,43
963,2022-12-27,0,3,34
121,2022-12-28,0,3,25
598,2022-12-29,0,6,24
914,2022-12-30,1,3,28
960,2022-12-31,1,2,23
575,2023-01-01,0,1,21
362,2023-01-02,0,4,24
608,2023-01-03,0,0,29
576,2023-01-04,1,2,20
464,2023-01-05,0,2,21
550,2023-01-06,0,3,21
1104,2023-01-07,0,2,17
679,2023-01-08,0,0,9
1027,2023-01-09,0,1,29
416,2023-01-10,1,3,16
15,2023-01-11,0,1,10
1048,2023-01-12,0,0,13
729,2023-01-13,1,1,9
881,2023-01-14,0,0,14
708,2023-01-15,0,4,18
233,2023-01-16,0,2,28
789,2023-01-17,0,4,23
1106,2023-01-18,0,2,14
349,2023-01-19,0,0,12
936,2023-01-20,0,0,5
921,2023-01-21,0,0,16
751,2023-01-22,0,0,14
357,2023-01-23,0,1,23
711,2023-01-24,1,2,22
445,2023-01-25,0,1,17
981,2023-01-26,0,2,14
1054,2023-01-27,0,0,10
1099,2023-01-28,0,1,18
208,2023-01-29,1,3,14
822,2023-01-30,0,1,25
901,2023-01-31,0,1,20
139,2023-02-01,0,1,19
421,2023-02-02,0,0,15
369,2023-02-03,0,1,11
1096,2023-02-04,1,2,10
78,2023-02-05,0,2,20
562,2023-02-06,0,1,20
978,2023-02-07,0,1,20
1091,2023-02-08,0,0,13
955,2023-02-09,0,2,11
443,2023-02-10,0,2,9
842,2023-02-11,0,0,14
1115,2023-02-12,0,1,21
610,2023-02-13,1,3,15
624,2023-02-14,0,0,12
143,2023-02-15,0,2,9
864,2023-02-16,0,0,10
1074,2023-02-17,0,2,13
1127,2023-02-18,0,0,4
1056,2023-02-19,1,1,14
621,2023-02-20,0,0,17
578,2023-02-21,0,2,15
853,2023-02-22,0,0,10
908,2023-02-23,0,1,10
1145,2023-02-24,0,0,3
1135,2023-02-25,0,1,6
1078,2023-02-26,0,0,6
931,2023-02-27,0,1,11
1147,2023-02-28,0,0,6
898,2023-03-01,0,1,11
1113,2023-03-02,0,0,8
1110,2023-03-03,0,3,12
471,2023-03-04,0,1,7
2,2023-03-05,0,1,8
1,2023-03-06,0,0,6
252,2023-03-07,0,3,10
1108,2023-03-08,0,0,4
1116,2023-03-09,0,1,4
116,2023-03-10,0,2,5
1129,2023-03-11,1,1,5
373,2023-03-12,0,1,11
857,2023-03-13,0,1,5
1088,2023-03-14,0,0,8
687,2023-03-15,0,1,7
1107,2023-03-16,0,1,3
1111,2023-03-17,0,2,7
1063,2023-03-18,0,0,5
535,2023-03-19,0,1,7
1014,2023-03-20,0,0,6
1126,2023-03-21,0,0,6
207,2023-03-22,0,2,9
1012,2023-03-23,1,0,8
1094,2023-03-24,0,0,8
1033,2023-03-25,0,0,11
1132,2023-03-26,0,1,7
1103,2023-03-27,0,0,9
1101,2023-03-28,0,1,8
1149,2023-03-29,0,0,4
1032,2023-03-30,0,1,3
969,2023-03-31,0,0,7
1121,2023-04-01,0,3,4
589,2023-04-02,1,1,3
1128,2023-04-03,0,0,4
731,2023-04-04,0,1,5
1098,2023-04-05,0,0,10
1112,2023-04-06,0,0,3
868,2023-04-07,0,1,4
1136,2023-04-08,0,2,4
890,2023-04-09,0,0,4
1151,2023-04-10,0,0,3
1100,2023-04-11,0,1,5
254,2023-04-12,0,1,4
1119,2023-04-13,0,0,1
856,2023-04-14,0,1,3
1155,2023-04-15,0,0,3
1076,2023-04-16,0,0,3
1141,2023-04-17,0,0,3
1120,2023-04-18,0,1,1
1122,2023-04-19,0,0,2
1139,2023-04-20,0,0,1
